"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"mysqld","26","294","362389504","28073984","204595200","24952","c:\xampp\mysql\bin\mysqld.exe","","2.09375","10.1.28.0","10.1.28.0","","","Process","8",,"False",,"5632","Microsoft.Win32.SafeHandles.SafeProcessHandle","294","20180",".","0","","System.Diagnostics.ProcessModule (mysqld.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24952","24952","204595200","204595200","208656","208656","220901376","220901376","59310080","59310080","376696832","376696832","True","Normal","204595200","204595200","00:00:00.9531250","mysqld","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:05:01 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0937500","00:00:01.1406250","362389504","362389504","False",,,,"28073984","28073984",,
"notepad++","26","556","245768192","30588928","21786624","35056","C:\Users\senthilnathanp\Downloads\Notepad++Portable\App\Notepad++\notepad++.exe","Don HO don.h@free.fr","43.828125","7.58","7.58","Notepad++ : a free (GNU) source code editor","Notepad++","Process","8",,"False",,"5404","Microsoft.Win32.SafeHandles.SafeProcessHandle","556","15796",".","262772","C:\xampp\htdocs\pop\user2.php - Notepad++","System.Diagnostics.ProcessModule (notepad++.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35056","35056","21786624","21786624","382312","382312","23019520","23019520","49704960","49704960","313360384","313360384","True","Normal","21786624","21786624","00:00:26","notepad++","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:45:57 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:43.8281250","00:00:17.8281250","245768192","245768192","False",,,,"30588928","30588928",,
"Notepad++Portable","26","326","182673408","4575232","40562688","21728","C:\Users\senthilnathanp\Downloads\Notepad++Portable\Notepad++Portable.exe","PortableApps.com","1.921875","2.2.1.0","2.2.1.0","Notepad++ Portable (PortableApps.com Launcher)","Notepad++ Portable","Process","8",,"False",,"5488","Microsoft.Win32.SafeHandles.SafeProcessHandle","326","12496",".","0","","System.Diagnostics.ProcessModule (Notepad++Portable.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21728","21728","40562688","40562688","224360","224360","42221568","42221568","20365312","20365312","209743872","209743872","True","Normal","40562688","40562688","00:00:00.9843750","Notepad++Portable","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:45:56 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9218750","00:00:00.9375000","182673408","182673408","False",,,,"4575232","4575232",,
"OfficeClickToRun","0","730","2199308992512","46170112","44183552","27808",,,,,,,,"Process","8",,,,,,"730","3796",".","0","",,,,,"27808","27808","44183552","44183552","296704","296704","128675840","128675840","141479936","141479936","370819072","2199394074624",,,"44183552","44183552",,"OfficeClickToRun",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"285736960","2199308992512","False",,,,"46170112","46170112",,
"OneDrive","26","634","432336896","51720192","25460736","65720","C:\Users\senthilnathanp\AppData\Local\Microsoft\OneDrive\OneDrive.exe","Microsoft Corporation","1.515625","18.151.0729.0006","18.151.0729.0006","Microsoft OneDrive","Microsoft OneDrive","Process","8",,"False",,"5576","Microsoft.Win32.SafeHandles.SafeProcessHandle","634","5548",".","0","","System.Diagnostics.ProcessModule (OneDrive.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","65720","65720","25460736","25460736","569640","569640","38297600","38297600","82395136","82395136","495828992","495828992","True","Normal","25460736","25460736","00:00:00.7031250","OneDrive","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5156250","00:00:00.8125000","432336896","432336896","False",,,,"51720192","51720192",,
"powershell_ise","26","1079","1240539136","216481792","170909696","74096","C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe","Microsoft Corporation","115.9375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows PowerShell ISE","Microsoft? Windows? Operating System","Process","8",,"False",,"5704","Microsoft.Win32.SafeHandles.SafeProcessHandle","1079","17156",".","395956","Windows PowerShell ISE","System.Diagnostics.ProcessModule (PowerShell_ISE.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","74096","74096","170909696","170909696","1139880","1139880","180809728","180809728","233959424","233959424","1327038464","1327038464","True","Normal","170909696","170909696","00:00:36.8125000","powershell_ise","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 1:45:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:55.9531250","00:01:19.1406250","1240539136","1240539136","False",,,,"216481792","216481792",,
"PresentationFontCache","0","235","569294848","17911808","21340160","31952",,,,,,,,"Process","8",,,,,,"235","8572",".","0","",,,,,"31952","31952","21340160","21340160","220208","220208","24555520","24555520","25239552","25239552","574013440","574013440",,,"21340160","21340160",,"PresentationFontCache",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"569294848","569294848","False",,,,"17911808","17911808",,
"Receiver","26","455","230256640","19873792","7729152","36048","C:\Program Files (x86)\Citrix\ICA Client\Receiver\Receiver.exe","Citrix Systems, Inc.","40.6875","4.9.1000.13","4.9.1000.13","Citrix Receiver Application","Citrix Receiver","Process","8",,"False",,"5728","Microsoft.Win32.SafeHandles.SafeProcessHandle","455","19340",".","0","","System.Diagnostics.ProcessModule (Receiver.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36048","36048","7729152","7729152","302224","302224","19030016","19030016","38379520","38379520","333787136","333787136","True","Normal","7729152","7729152","00:00:24.2500000","Receiver","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:11:00 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:40.6875000","00:00:16.4375000","230256640","230256640","False",,,,"19873792","19873792",,
"redirector","26","328","126504960","8548352","2027520","12088","C:\Program Files (x86)\Citrix\ICA Client\redirector.exe","Citrix Systems, Inc.","0.65625","14.9.1000.17","14.9.1000","Citrix FTA, URL Redirector","Citrix Receiver","Process","8",,"False",,"5684","Microsoft.Win32.SafeHandles.SafeProcessHandle","328","7764",".","0","","System.Diagnostics.ProcessModule (redirector.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12088","12088","2027520","2027520","187040","187040","2621440","2621440","10018816","10018816","136990720","136990720","True","Normal","2027520","2027520","00:00:00.3593750","redirector","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:59 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6562500","00:00:00.2968750","126504960","126504960","False",,,,"8548352","8548352",,
"RFUI","26","146","129069056","7344128","2256896","16016","C:\Program Files\Websense\Websense Endpoint\RFUI.exe","Forcepoint LLC","0.1875","8, 2, 2332, 1","8, 2, 2332, 1","RFUI Application","Forcepoint? TRITON? AP-ENDPOINT","Process","10",,"False",,"5372","Microsoft.Win32.SafeHandles.SafeProcessHandle","146","14580",".","0","","System.Diagnostics.ProcessModule (RFUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16016","16016","2256896","2256896","176704","176704","2379776","2379776","9216000","9216000","133267456","133267456","True","AboveNormal","2256896","2256896","00:00:00.1718750","RFUI","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:57 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0156250","129069056","129069056","False",,,,"7344128","7344128",,
"RtsCM64","26","219","168009728","12505088","3256320","19416","C:\Windows\RtsCM64.exe","Realtek Semiconductor Corp.","0.28125","1.0.0.88","1.0.0.88","Integrated Camera Preview Rotation Helper","Integrated Camera Preview Rotation Helper","Process","8",,"False",,"5796","Microsoft.Win32.SafeHandles.SafeProcessHandle","219","21744",".","0","","System.Diagnostics.ProcessModule (RtsCM64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19416","19416","3256320","3256320","246536","246536","3395584","3395584","15228928","15228928","173318144","173318144","True","Normal","3256320","3256320","00:00:00.2500000","RtsCM64","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.0312500","168009728","168009728","False",,,,"12505088","12505088",,
"RuntimeBroker","26","170","2199143170048","1712128","2465792","14864","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.140625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5712","Microsoft.Win32.SafeHandles.SafeProcessHandle","170","5756",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14864","14864","2465792","2465792","164040","164040","3170304","3170304","11206656","11206656","130711552","2199153967104","True","Normal","2465792","2465792","00:00:00.1250000","RuntimeBroker","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 1:29:53 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0156250","119914496","2199143170048","False",,,,"1712128","1712128",,
"RuntimeBroker","26","617","2199262830592","38162432","13352960","39600","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","5.09375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5368","Microsoft.Win32.SafeHandles.SafeProcessHandle","617","10444",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39600","39600","13352960","13352960","392736","392736","14364672","14364672","41046016","41046016","267337728","2199290593280","True","Normal","13352960","13352960","00:00:03.0781250","RuntimeBroker","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:11:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.0937500","00:00:02.0156250","239575040","2199262830592","False",,,,"38162432","38162432",,
"RuntimeBroker","26","367","2199198183424","25149440","7163904","31240","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","4.6875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5844","Microsoft.Win32.SafeHandles.SafeProcessHandle","367","11068",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31240","31240","7163904","7163904","276728","276728","9789440","9789440","32436224","32436224","211808256","2199235063808","True","Normal","7163904","7163904","00:00:02.1562500","RuntimeBroker","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:37 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.6875000","00:00:02.5312500","174927872","2199198183424","False",,,,"25149440","25149440",,
"RuntimeBroker","26","549","2199231631360","31485952","6627328","28800","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4404","Microsoft.Win32.SafeHandles.SafeProcessHandle","549","12216",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28800","28800","6627328","6627328","311448","311448","13012992","13012992","36466688","36466688","234844160","2199258099712","True","Normal","6627328","6627328","00:00:01.2031250","RuntimeBroker","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 1:44:22 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1250000","00:00:00.9218750","208375808","2199231631360","False",,,,"31485952","31485952",,
"RuntimeBroker","26","476","2199190396928","17620992","7831552","29320","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.640625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5888","Microsoft.Win32.SafeHandles.SafeProcessHandle","476","13976",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29320","29320","7831552","7831552","260768","260768","8826880","8826880","28651520","28651520","186740736","2199209996288","True","Normal","7831552","7831552","00:00:00.9843750","RuntimeBroker","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.6406250","00:00:00.6562500","167141376","2199190396928","False",,,,"17620992","17620992",,
"RuntimeBroker","26","217","2199158624256","12886016","3203072","17040","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.34375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5872","Microsoft.Win32.SafeHandles.SafeProcessHandle","217","19652",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17040","17040","3203072","3203072","193776","193776","3633152","3633152","15839232","15839232","141860864","2199165116416","True","Normal","3203072","3203072","00:00:00.2812500","RuntimeBroker","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:04:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3437500","00:00:00.0625000","135368704","2199158624256","False",,,,"12886016","12886016",,
"RuntimeBroker","26","405","2199219605504","28704768","14880768","32240","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","3.53125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5832","Microsoft.Win32.SafeHandles.SafeProcessHandle","405","19740",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32240","32240","14880768","14880768","301760","301760","16420864","16420864","38289408","38289408","232427520","2199255683072","True","Normal","14880768","14880768","00:00:01.9218750","RuntimeBroker","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:04:02 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.5312500","00:00:01.6093750","196349952","2199219605504","False",,,,"28704768","28704768",,
"SCNotification","26","358","702148608","31797248","35577856","30640","C:\WINDOWS\CCM\SCNotification.exe","Microsoft Corporation","0.921875","5.0.8577.1000","5.0.8577.1000","SCNotification","System Center Configuration Manager","Process","8",,"False",,"4204","Microsoft.Win32.SafeHandles.SafeProcessHandle","358","16176",".","0","","System.Diagnostics.ProcessModule (SCNotification.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30640","30640","35577856","35577856","496000","496000","36016128","36016128","41078784","41078784","708136960","708136960","True","Normal","35577856","35577856","00:00:00.4062500","SCNotification","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9218750","00:00:00.5156250","702148608","702148608","False",,,,"31797248","31797248",,
"SearchIndexer","0","940","2199388528640","58810368","57217024","83192",,,,,,,,"Process","8",,,,,,"940","10276",".","0","",,,,,"83192","83192","57217024","57217024","295072","295072","100634624","100634624","100933632","100933632","405348352","2199428603904",,,"57217024","57217024",,"SearchIndexer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"365273088","2199388528640","False",,,,"58810368","58810368",,
"SearchProtocolHost","0","384","2199145119744","11767808","3117056","13856",,,,,,,,"Process","4",,,,,,"384","19840",".","0","",,,,,"13856","13856","3117056","3117056","172368","172368","3592192","3592192","15347712","15347712","123637760","2199146893312",,,"3117056","3117056",,"SearchProtocolHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"121864192","2199145119744","False",,,,"11767808","11767808",,
"SearchUI","26","1410","2234386882560","189587456","118247424","110856","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","Microsoft Corporation","28.78125","10.0.16299.611 (WinBuild.160101.0800)","10.0.16299.611","Search and Cortana application","Microsoft? Windows? Operating System","Process","8",,"False",,"4960","Microsoft.Win32.SafeHandles.SafeProcessHandle","1410","20812",".","0","","System.Diagnostics.ProcessModule (SearchUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","110856","110856","118247424","118247424","1048800","1048800","145547264","145547264","223391744","223391744","1057419264","2234440413184","True","Normal","118247424","118247424","00:00:08.2187500","SearchUI","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:28.7812500","00:00:20.5625000","1003888640","2234386882560","False",,,,"189587456","189587456",,
"SecurityHealthService","0","373","2199134773248","15511552","5337088","17008",,,,,,,,"Process","8",,,,,,"373","4024",".","0","",,,,,"17008","17008","5337088","5337088","168240","168240","6123520","6123520","18173952","18173952","140570624","2199163826176",,,"5337088","5337088",,"SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"111517696","2199134773248","False",,,,"15511552","15511552",,
"SelfServicePlugin","26","394","260399104","22122496","16113664","27024","C:\Program Files (x86)\Citrix\ICA Client\SelfServicePlugin\SelfServicePlugin.exe","Citrix Systems, Inc.","0.71875","4.9.1000.14","4.9.1000.14","Citrix Receiver","Citrix Receiver","Process","8",,"False",,"5924","Microsoft.Win32.SafeHandles.SafeProcessHandle","394","17324",".","0","","System.Diagnostics.ProcessModule (SelfServicePlugin.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27024","27024","16113664","16113664","362392","362392","16678912","16678912","27344896","27344896","269557760","269557760","True","Normal","16113664","16113664","00:00:00.4062500","SelfServicePlugin","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:11:02 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7187500","00:00:00.3125000","260399104","260399104","False",,,,"22122496","22122496",,
"services","0","775","2199108128768","12972032","7987200","13568",,,,,,,,"Process","9",,,,,,"775","808",".","0","",,,,,"13568","13568","7987200","7987200","186016","186016","15851520","15851520","16130048","16130048","250580992","2199273836544",,,"7987200","7987200",,"services",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"84873216","2199108128768","False",,,,"12972032","12972032",,
"SettingSyncHost","26","360","2199193665536","5935104","8118272","28664","C:\WINDOWS\system32\SettingSyncHost.exe","Microsoft Corporation","2.46875","10.0.16299.492 (WinBuild.160101.0800)","10.0.16299.492","Host Process for Setting Synchronization","Microsoft? Windows? Operating System","Process","6",,"False",,"5980","Microsoft.Win32.SafeHandles.SafeProcessHandle","360","11616",".","0","","System.Diagnostics.ProcessModule (SettingSyncHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28664","28664","8118272","8118272","258624","258624","12578816","12578816","28651520","28651520","270450688","2199293706240","True","BelowNormal","8118272","8118272","00:00:01.5156250","SettingSyncHost","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:40 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4687500","00:00:00.9531250","170409984","2199193665536","False",,,,"5935104","5935104",,
"ShellExperienceHost","26","1192","2199554191360","91701248","32464896","55232","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","4.8125","10.0.16299.492 (WinBuild.160101.0800)","10.0.16299.492","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4924","Microsoft.Win32.SafeHandles.SafeProcessHandle","1192","19600",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","55232","55232","32464896","32464896","1080848","1080848","35131392","35131392","96878592","96878592","542822400","2199566077952","True","Normal","32464896","32464896","00:00:02.0781250","ShellExperienceHost","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:35 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.8125000","00:00:02.7343750","530935808","2199554191360","False",,,,"91701248","91701248",,
"sihost","26","952","2199223726080","34480128","9359360","29408","c:\windows\system32\sihost.exe","Microsoft Corporation","7.625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4912","Microsoft.Win32.SafeHandles.SafeProcessHandle","952","20720",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29408","29408","9359360","9359360","334760","334760","9551872","9551872","35033088","35033088","208351232","2199231606784","True","Normal","9359360","9359360","00:00:03.9687500","sihost","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.6250000","00:00:03.6562500","200470528","2199223726080","False",,,,"34480128","34480128",,
"SISIDSService","0","335","140988416","12324864","8052736","22096",,,,,,,,"Process","8",,,,,,"335","3992",".","0","",,,,,"22096","22096","8052736","8052736","146128","146128","8515584","8515584","14217216","14217216","149475328","149475328",,,"8052736","8052736",,"SISIDSService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"140988416","140988416","False",,,,"12324864","12324864",,
"SISIPSService","0","237","119050240","10809344","4575232","14776",,,,,,,,"Process","8",,,,,,"237","4008",".","0","",,,,,"14776","14776","4575232","4575232","142128","142128","4898816","4898816","12726272","12726272","122355712","122355712",,,"4575232","4575232",,"SISIPSService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"119050240","119050240","False",,,,"10809344","10809344",,
"sisipsutil","0","185","72404992","6135808","2617344","10296",,,,,,,,"Process","8",,,,,,"185","4000",".","0","",,,,,"10296","10296","2617344","2617344","66416","66416","2772992","2772992","8065024","8065024","76337152","76337152",,,"2617344","2617344",,"sisipsutil",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"72404992","72404992","False",,,,"6135808","6135808",,
"SkypeHost","26","328","211005440","167936","5857280","21800","C:\Program Files\WindowsApps\Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c\SkypeHost.exe","Microsoft Corporation","0.09375","11.18.596.0","11.18.596.0","Microsoft Skype","Microsoft? Skype","Process","8",,"False",,"6052","Microsoft.Win32.SafeHandles.SafeProcessHandle","328","6172",".","0","","System.Diagnostics.ProcessModule (SkypeHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21800","21800","5857280","5857280","330048","330048","5857280","5857280","22364160","22364160","211005440","211005440","True","Normal","5857280","5857280","00:00:00.0781250","SkypeHost","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 1:29:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0156250","211005440","211005440","False",,,,"167936","167936",,
"SmartAudio3","26","709","925917184","4067328","54611968","43528","C:\Program Files\Conexant\SA3\HP-NB-AIO\SmartAudio3.exe","Conexant Systems, Inc.","6.4375","3.0.94.0","3.0.94.0","Audio Controls Control Panel","SmartAudio3","Process","6",,"False",,"4872","Microsoft.Win32.SafeHandles.SafeProcessHandle","709","4632",".","0","","System.Diagnostics.ProcessModule (SmartAudio3.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43528","43528","54611968","54611968","762880","762880","55070720","55070720","61173760","61173760","956243968","956243968","True","BelowNormal","54611968","54611968","00:00:02.8437500","SmartAudio3","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:12:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.4375000","00:00:03.5937500","925917184","925917184","False",,,,"4067328","4067328",,
"smartscreen","26","262","2233549135872","21209088","14471168","27784","C:\Windows\System32\smartscreen.exe","Microsoft Corporation","0.296875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows Defender SmartScreen","Microsoft? Windows? Operating System","Process","8",,"False",,"4864","Microsoft.Win32.SafeHandles.SafeProcessHandle","262","15156",".","0","","System.Diagnostics.ProcessModule (smartscreen.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27784","27784","14471168","14471168","226824","226824","16093184","16093184","21778432","21778432","169025536","2233552019456","True","Normal","14471168","14471168","00:00:00.2656250","smartscreen","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 2:12:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2968750","00:00:00.0312500","166141952","2233549135872","False",,,,"21209088","21209088",,
"SmcGui","26","284","188030976","6537216","5644288","28304","C:\Program Files (x86)\Symantec\Symantec Endpoint Protection\14.0.3897.1101.105\Bin\SmcGui.exe","Symantec Corporation","15.875","14.0.3897.1101","14.0.3897.1101","Symantec CMC SmcGui","Symantec Client Management Component","Process","8",,"False",,,,"284","8028",".","0","","System.Diagnostics.ProcessModule (SmcGui.exe)","7340032","1048576","System.Diagnostics.ProcessModuleCollection","28304","28304","5644288","5644288","297456","297456","6836224","6836224","22839296","22839296","205017088","205017088","True","Normal","5644288","5644288","00:00:10.7031250","SmcGui","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:34 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:15.8750000","00:00:05.1718750","188030976","188030976","False",,,,"6537216","6537216",,
"smss","0","70","2199063498752","851968","479232","2816",,,,,,,,"Process","11",,,,,,"70","452",".","0","",,,,,"2816","2816","479232","479232","12912","12912","548864","548864","1257472","1257472","61440000","2199084695552",,,"479232","479232",,"smss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"40243200","2199063498752","False",,,,"851968","851968",,
"spoolsv","0","451","2199158538240","12738560","7012352","32080",,,,,,,,"Process","8",,,,,,"451","3624",".","0","",,,,,"32080","32080","7012352","7012352","197320","197320","7409664","7409664","17399808","17399808","136593408","2199159848960",,,"7012352","7012352",,"spoolsv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"135282688","2199158538240","False",,,,"12738560","12738560",,
"svchost","0","1137","2199193583616","40194048","25137152","27352",,,,,,,,"Process","8",,,,,,"1137","352",".","0","",,,,,"27352","27352","25137152","25137152","1403128","1403128","28901376","28901376","47661056","47661056","227328000","2199250583552",,,"25137152","25137152",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"170328064","2199193583616","False",,,,"40194048","40194048",,
"svchost","0","1320","2199124099072","17154048","12296192","20400",,,,,,,,"Process","8",,,,,,"1320","524",".","0","",,,,,"20400","20400","12296192","12296192","197792","197792","14032896","14032896","20172800","20172800","158904320","2199182159872",,,"12296192","12296192",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"100843520","2199124099072","False",,,,"17154048","17154048",,
